16,8,4,9,19,5,9,6,76,18.0,32.0,28.0,28.0,16.0,20.0,20.0,20.0,90.0,100.0,91.95,B+,0,0,0,0
16,10,10,7,20,8,4,12,87,19.0,28.0,31.0,26.0,24.0,20.0,18.66,20.0,84.0,70.0,86.0985,B,84,98,79,87
12,10,2,10,14,8,4,2,62,20.0,32.0,32.0,32.0,24.0,20.0,20.0,20.0,88.0,100.0,95.2,B,84,100,78,75
16,8,5,10,19,9,7,11,85,20.0,32.0,32.0,32.0,24.0,20.0,20.0,20.0,89.33,100.0,95.732,A-,80,85,81,87
12,8,8,10,19,10,8,5,80,19.0,32.0,32.0,28.0,20.0,20.0,17.0,20.0,96.0,100.0,95.7,A-,89,100,95,75
14,8,10,9,15,6,4,9,75,20.0,32.0,24.0,30.0,20.0,20.0,20.0,20.0,91.0,0,78.25,D,59,77,64,79
16,10,10,3,12,8,8,12,79,19.0,28.0,32.0,28.0,24.0,20.0,16.0,20.0,84.0,0,75.675,B-,78,98,75,77
18,8,10,5,15,10,9,9,84,20.0,28.0,27.0,24.0,20.0,20.0,16.0,16.0,74.66,100.0,83.339,B+,60,100,65,81
16,10,9,10,9,10,9,8,81,20.0,32.0,32.0,32.0,24.0,20.0,18.66,20.0,83.99,90.0,91.7945,B,81,95,61,81
16,7,10,8,5,10,9,11,76,20.0,32.0,30.66,32.0,21.0,20.0,20.0,20.0,85.66,0,78.2875,B-,40,77,66,83
16,7,9,10,17,9,9,8,85,16.0,28.0,24.0,24.0,14.66,20.0,16.0,20.0,95.0,100.0,89.5985,B,74,100,82,82
18,10,10,9,14,10,4,8,83,20.0,32.0,32.0,28.0,24.0,16.0,17.32,20.0,88.0,100.0,92.797,C-,72,100,88,84
18,8,9,7,19,8,5,12,86,15.66,28.0,32.0,26.66,24.0,20.0,15.0,20.0,76.66,10.0,72.961,C-,65,68,61,71
18,10,10,10,19,9,8,9,93,20.0,32.0,32.0,32.0,24.0,19.0,20.0,20.0,96.0,40.0,89.175,B+,85,100,91,90
18,10,10,10,19,9,9,11,96,18.0,28.0,32.0,28.0,20.0,16.0,20.0,20.0,84.0,100.0,89.55,A,82,100,95,77
14,10,9,10,11,10,10,11,85,19.0,32.0,31.0,32.0,16.0,20.0,20.0,20.0,92.66,100.0,94.814,A-,64,83,81,77
6,5,0,10,1,7,0,3,32,20.0,28.0,7.0,16.0,4.0,8.0,7.0,8.0,55.0,0,44.05,D,43,100,69,69
14,5,10,10,17,8,6,11,81,18.0,28.0,24.0,28.0,19.0,12.0,16.0,16.0,73.66,100.0,80.689,A,77,100,79,82
